STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,LOCATION,Country,INDICATOR,Indicator,SUBJECT,Subject,MEASURE,Measure,FREQUENCY,Frequency,TIME_PERIOD,Time,OBS_VALUE,Observation Value,OBS_STATUS,Observation Status,UNIT_MEASURE,Unit of Measures,UNIT_MULT,Multiplier,BASE_PER,Base reference period
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,MEX,Mexico,OLDAGEDEP,Old-age dependency ratio,TOT,Total,PC,Percentage,A,Annual,2015,,11.4,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,KOR,Korea,OLDAGEDEP,Old-age dependency ratio,TOT,Total,PC,Percentage,A,Annual,2015,,19.4,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,CHL,Chile,OLDAGEDEP,Old-age dependency ratio,TOT,Total,PC,Percentage,A,Annual,2017,,18.2,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,SWE,Sweden,OLDAGEDEP,Old-age dependency ratio,TOT,Total,PC,Percentage,A,Annual,2017,,35.8,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,KOR,Korea,OLDAGEDEP,Old-age dependency ratio,TOT,Total,PC,Percentage,A,Annual,2017,,20.9,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,JPN,Japan,OLDAGEDEP,Old-age dependency ratio,TOT,Total,PC,Percentage,A,Annual,2017,,49.9,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ITA,Italy,OLDAGEDEP,Old-age dependency ratio,TOT,Total,PC,Percentage,A,Annual,2017,,37.6,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,MEX,Mexico,OLDAGEDEP,Old-age dependency ratio,TOT,Total,PC,Percentage,A,Annual,2017,,12.8,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,GRC,Greece,OLDAGEDEP,Old-age dependency ratio,TOT,Total,PC,Percentage,A,Annual,2017,,34.7,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,FRA,France,OLDAGEDEP,Old-age dependency ratio,TOT,Total,PC,Percentage,A,Annual,2017,,34.4,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DEU,Germany,OLDAGEDEP,Old-age dependency ratio,TOT,Total,PC,Percentage,A,Annual,2017,,36.4,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ESP,Spain,OLDAGEDEP,Old-age dependency ratio,TOT,Total,PC,Percentage,A,Annual,2017,,30.6,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,KOR,Korea,OLDAGEDEP,Old-age dependency ratio,TOT,Total,PC,Percentage,A,Annual,2019,,22.6,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,CHL,Chile,OLDAGEDEP,Old-age dependency ratio,TOT,Total,PC,Percentage,A,Annual,2019,,19.4,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,SWE,Sweden,OLDAGEDEP,Old-age dependency ratio,TOT,Total,PC,Percentage,A,Annual,2019,,36.7,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,GRC,Greece,OLDAGEDEP,Old-age dependency ratio,TOT,Total,PC,Percentage,A,Annual,2019,,35.8,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DEU,Germany,OLDAGEDEP,Old-age dependency ratio,TOT,Total,PC,Percentage,A,Annual,2019,,38,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,FRA,France,OLDAGEDEP,Old-age dependency ratio,TOT,Total,PC,Percentage,A,Annual,2019,,35.8,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ITA,Italy,OLDAGEDEP,Old-age dependency ratio,TOT,Total,PC,Percentage,A,Annual,2019,,38.5,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,JPN,Japan,OLDAGEDEP,Old-age dependency ratio,TOT,Total,PC,Percentage,A,Annual,2019,,51.9,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ESP,Spain,OLDAGEDEP,Old-age dependency ratio,TOT,Total,PC,Percentage,A,Annual,2019,,31.7,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,MEX,Mexico,OLDAGEDEP,Old-age dependency ratio,TOT,Total,PC,Percentage,A,Annual,2019,,13.6,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,KOR,Korea,OLDAGEDEP,Old-age dependency ratio,TOT,Total,PC,Percentage,A,Annual,2020,,23.6,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ESP,Spain,OLDAGEDEP,Old-age dependency ratio,TOT,Total,PC,Percentage,A,Annual,2020,,32.8,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,JPN,Japan,OLDAGEDEP,Old-age dependency ratio,TOT,Total,PC,Percentage,A,Annual,2020,,52,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ITA,Italy,OLDAGEDEP,Old-age dependency ratio,TOT,Total,PC,Percentage,A,Annual,2020,,39.5,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,CHL,Chile,OLDAGEDEP,Old-age dependency ratio,TOT,Total,PC,Percentage,A,Annual,2020,,19.7,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,SWE,Sweden,OLDAGEDEP,Old-age dependency ratio,TOT,Total,PC,Percentage,A,Annual,2020,,35.9,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,MEX,Mexico,OLDAGEDEP,Old-age dependency ratio,TOT,Total,PC,Percentage,A,Annual,2020,,13.2,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,GRC,Greece,OLDAGEDEP,Old-age dependency ratio,TOT,Total,PC,Percentage,A,Annual,2020,,37.8,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DEU,Germany,OLDAGEDEP,Old-age dependency ratio,TOT,Total,PC,Percentage,A,Annual,2020,,36.5,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,FRA,France,OLDAGEDEP,Old-age dependency ratio,TOT,Total,PC,Percentage,A,Annual,2020,,37.3,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ESP,Spain,OLDAGEDEP,Old-age dependency ratio,TOT,Total,PC,Percentage,A,Annual,2021,,33,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,MEX,Mexico,OLDAGEDEP,Old-age dependency ratio,TOT,Total,PC,Percentage,A,Annual,2021,,14.5,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,KOR,Korea,OLDAGEDEP,Old-age dependency ratio,TOT,Total,PC,Percentage,A,Annual,2021,,24.8,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,CHL,Chile,OLDAGEDEP,Old-age dependency ratio,TOT,Total,PC,Percentage,A,Annual,2021,,20.9,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,SWE,Sweden,OLDAGEDEP,Old-age dependency ratio,TOT,Total,PC,Percentage,A,Annual,2021,,37.5,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,GRC,Greece,OLDAGEDEP,Old-age dependency ratio,TOT,Total,PC,Percentage,A,Annual,2021,,37.1,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DEU,Germany,OLDAGEDEP,Old-age dependency ratio,TOT,Total,PC,Percentage,A,Annual,2021,,39.7,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,FRA,France,OLDAGEDEP,Old-age dependency ratio,TOT,Total,PC,Percentage,A,Annual,2021,,37.1,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ITA,Italy,OLDAGEDEP,Old-age dependency ratio,TOT,Total,PC,Percentage,A,Annual,2021,,39.6,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,JPN,Japan,OLDAGEDEP,Old-age dependency ratio,TOT,Total,PC,Percentage,A,Annual,2021,,53.4,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ESP,Spain,OLDAGEDEP,Old-age dependency ratio,TOT,Total,PC,Percentage,A,Annual,2022,,33.4,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,FRA,France,OLDAGEDEP,Old-age dependency ratio,TOT,Total,PC,Percentage,A,Annual,2022,,39.3,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,MEX,Mexico,OLDAGEDEP,Old-age dependency ratio,TOT,Total,PC,Percentage,A,Annual,2022,,14.2,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DEU,Germany,OLDAGEDEP,Old-age dependency ratio,TOT,Total,PC,Percentage,A,Annual,2022,,38,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,GRC,Greece,OLDAGEDEP,Old-age dependency ratio,TOT,Total,PC,Percentage,A,Annual,2022,,39.3,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,KOR,Korea,OLDAGEDEP,Old-age dependency ratio,TOT,Total,PC,Percentage,A,Annual,2022,,26.3,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,JPN,Japan,OLDAGEDEP,Old-age dependency ratio,TOT,Total,PC,Percentage,A,Annual,2022,,55.4,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ITA,Italy,OLDAGEDEP,Old-age dependency ratio,TOT,Total,PC,Percentage,A,Annual,2022,,41,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,CHL,Chile,OLDAGEDEP,Old-age dependency ratio,TOT,Total,PC,Percentage,A,Annual,2022,,20.9,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,SWE,Sweden,OLDAGEDEP,Old-age dependency ratio,TOT,Total,PC,Percentage,A,Annual,2022,,35.9,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,MEX,Mexico,OLDAGEDEP,Old-age dependency ratio,TOT,Total,PC,Percentage,A,Annual,2023,,15.3,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,GRC,Greece,OLDAGEDEP,Old-age dependency ratio,TOT,Total,PC,Percentage,A,Annual,2023,,38.7,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DEU,Germany,OLDAGEDEP,Old-age dependency ratio,TOT,Total,PC,Percentage,A,Annual,2023,,41.4,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,JPN,Japan,OLDAGEDEP,Old-age dependency ratio,TOT,Total,PC,Percentage,A,Annual,2023,,54.5,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ITA,Italy,OLDAGEDEP,Old-age dependency ratio,TOT,Total,PC,Percentage,A,Annual,2023,,40.9,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ESP,Spain,OLDAGEDEP,Old-age dependency ratio,TOT,Total,PC,Percentage,A,Annual,2023,,34.5,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,FRA,France,OLDAGEDEP,Old-age dependency ratio,TOT,Total,PC,Percentage,A,Annual,2023,,38.4,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,KOR,Korea,OLDAGEDEP,Old-age dependency ratio,TOT,Total,PC,Percentage,A,Annual,2023,,27.8,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,CHL,Chile,OLDAGEDEP,Old-age dependency ratio,TOT,Total,PC,Percentage,A,Annual,2023,,22.7,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,SWE,Sweden,OLDAGEDEP,Old-age dependency ratio,TOT,Total,PC,Percentage,A,Annual,2023,,38.2,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,GRC,Greece,OLDAGEDEP,Old-age dependency ratio,TOT,Total,PC,Percentage,A,Annual,2024,,39.4,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DEU,Germany,OLDAGEDEP,Old-age dependency ratio,TOT,Total,PC,Percentage,A,Annual,2024,,42.4,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,CHL,Chile,OLDAGEDEP,Old-age dependency ratio,TOT,Total,PC,Percentage,A,Annual,2024,,23.6,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,JPN,Japan,OLDAGEDEP,Old-age dependency ratio,TOT,Total,PC,Percentage,A,Annual,2024,,54.9,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ITA,Italy,OLDAGEDEP,Old-age dependency ratio,TOT,Total,PC,Percentage,A,Annual,2024,,41.7,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,SWE,Sweden,OLDAGEDEP,Old-age dependency ratio,TOT,Total,PC,Percentage,A,Annual,2024,,38.6,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,MEX,Mexico,OLDAGEDEP,Old-age dependency ratio,TOT,Total,PC,Percentage,A,Annual,2024,,15.7,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ESP,Spain,OLDAGEDEP,Old-age dependency ratio,TOT,Total,PC,Percentage,A,Annual,2024,,35.4,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,FRA,France,OLDAGEDEP,Old-age dependency ratio,TOT,Total,PC,Percentage,A,Annual,2024,,39,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,KOR,Korea,OLDAGEDEP,Old-age dependency ratio,TOT,Total,PC,Percentage,A,Annual,2024,,29.4,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,CHL,Chile,OLDAGEDEP,Old-age dependency ratio,TOT,Total,PC,Percentage,A,Annual,2025,,23.6,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,JPN,Japan,OLDAGEDEP,Old-age dependency ratio,TOT,Total,PC,Percentage,A,Annual,2025,,54.4,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ITA,Italy,OLDAGEDEP,Old-age dependency ratio,TOT,Total,PC,Percentage,A,Annual,2025,,45.6,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,SWE,Sweden,OLDAGEDEP,Old-age dependency ratio,TOT,Total,PC,Percentage,A,Annual,2025,,38.2,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,GRC,Greece,OLDAGEDEP,Old-age dependency ratio,TOT,Total,PC,Percentage,A,Annual,2025,,39.2,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DEU,Germany,OLDAGEDEP,Old-age dependency ratio,TOT,Total,PC,Percentage,A,Annual,2025,,41.4,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ESP,Spain,OLDAGEDEP,Old-age dependency ratio,TOT,Total,PC,Percentage,A,Annual,2025,,38.6,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,FRA,France,OLDAGEDEP,Old-age dependency ratio,TOT,Total,PC,Percentage,A,Annual,2025,,40.9,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,MEX,Mexico,OLDAGEDEP,Old-age dependency ratio,TOT,Total,PC,Percentage,A,Annual,2025,,14.8,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,KOR,Korea,OLDAGEDEP,Old-age dependency ratio,TOT,Total,PC,Percentage,A,Annual,2025,,31.7,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,BRA,Brazil,OLDAGEDEP,Old-age dependency ratio,TOT,Total,PC,Percentage,A,Annual,1990,,8.4,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,BRA,Brazil,OLDAGEDEP,Old-age dependency ratio,TOT,Total,PC,Percentage,A,Annual,1991,,9,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,BRA,Brazil,OLDAGEDEP,Old-age dependency ratio,TOT,Total,PC,Percentage,A,Annual,1992,,9.2,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,BRA,Brazil,OLDAGEDEP,Old-age dependency ratio,TOT,Total,PC,Percentage,A,Annual,1993,,9.3,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,BRA,Brazil,OLDAGEDEP,Old-age dependency ratio,TOT,Total,PC,Percentage,A,Annual,1994,,9.5,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,BRA,Brazil,OLDAGEDEP,Old-age dependency ratio,TOT,Total,PC,Percentage,A,Annual,1995,,9.6,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,BRA,Brazil,OLDAGEDEP,Old-age dependency ratio,TOT,Total,PC,Percentage,A,Annual,1996,,9.7,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,BRA,Brazil,OLDAGEDEP,Old-age dependency ratio,TOT,Total,PC,Percentage,A,Annual,1997,,9.8,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,BRA,Brazil,OLDAGEDEP,Old-age dependency ratio,TOT,Total,PC,Percentage,A,Annual,1998,,9.9,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,BRA,Brazil,OLDAGEDEP,Old-age dependency ratio,TOT,Total,PC,Percentage,A,Annual,1999,,10,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,BRA,Brazil,OLDAGEDEP,Old-age dependency ratio,TOT,Total,PC,Percentage,A,Annual,2000,,9.3,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,BRA,Brazil,OLDAGEDEP,Old-age dependency ratio,TOT,Total,PC,Percentage,A,Annual,2001,,10.2,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,BRA,Brazil,OLDAGEDEP,Old-age dependency ratio,TOT,Total,PC,Percentage,A,Annual,2002,,10.4,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,BRA,Brazil,OLDAGEDEP,Old-age dependency ratio,TOT,Total,PC,Percentage,A,Annual,2003,,10.5,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,BRA,Brazil,OLDAGEDEP,Old-age dependency ratio,TOT,Total,PC,Percentage,A,Annual,2004,,10.7,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,BRA,Brazil,OLDAGEDEP,Old-age dependency ratio,TOT,Total,PC,Percentage,A,Annual,2005,,10.8,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,BRA,Brazil,OLDAGEDEP,Old-age dependency ratio,TOT,Total,PC,Percentage,A,Annual,2006,,11,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,BRA,Brazil,OLDAGEDEP,Old-age dependency ratio,TOT,Total,PC,Percentage,A,Annual,2007,,11.1,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,BRA,Brazil,OLDAGEDEP,Old-age dependency ratio,TOT,Total,PC,Percentage,A,Annual,2008,,11.3,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,BRA,Brazil,OLDAGEDEP,Old-age dependency ratio,TOT,Total,PC,Percentage,A,Annual,2009,,11.5,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,BRA,Brazil,OLDAGEDEP,Old-age dependency ratio,TOT,Total,PC,Percentage,A,Annual,2010,,11.7,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,BRA,Brazil,OLDAGEDEP,Old-age dependency ratio,TOT,Total,PC,Percentage,A,Annual,2011,,11.9,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,BRA,Brazil,OLDAGEDEP,Old-age dependency ratio,TOT,Total,PC,Percentage,A,Annual,2012,,12.2,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,BRA,Brazil,OLDAGEDEP,Old-age dependency ratio,TOT,Total,PC,Percentage,A,Annual,2013,,12.5,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,BRA,Brazil,OLDAGEDEP,Old-age dependency ratio,TOT,Total,PC,Percentage,A,Annual,2014,,12.9,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,BRA,Brazil,OLDAGEDEP,Old-age dependency ratio,TOT,Total,PC,Percentage,A,Annual,2015,,13,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,BRA,Brazil,OLDAGEDEP,Old-age dependency ratio,TOT,Total,PC,Percentage,A,Annual,2017,,14.1,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,BRA,Brazil,OLDAGEDEP,Old-age dependency ratio,TOT,Total,PC,Percentage,A,Annual,2019,,15,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,BRA,Brazil,OLDAGEDEP,Old-age dependency ratio,TOT,Total,PC,Percentage,A,Annual,2020,,15.5,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,BRA,Brazil,OLDAGEDEP,Old-age dependency ratio,TOT,Total,PC,Percentage,A,Annual,2021,,16,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,BRA,Brazil,OLDAGEDEP,Old-age dependency ratio,TOT,Total,PC,Percentage,A,Annual,2022,,15.8,,A,,,,,,,
